Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen
Acceldata,"Manager, Global Events and Field Marketing",https://jobs.lever.co/acceldata/226ec621-56fe-4c52-87fc-12731cb7c91d,California,2026-03-24,3,Marketing,Manager,Data Observability,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",4.5,0.0,2026-03-25,2026-03-27
Acceldata,Motion Designer - Enterprise SaaS,https://jobs.lever.co/acceldata/e7c96afc-e0e3-4574-9bab-95f091d2b776,Bengaluru,2026-02-26,29,Design,Mid,Data Observability,Product Management,"[""Product Management""]",,[],5.8,0.0,2026-03-25,2026-03-27
Acceldata,Partner Sales Manager,https://jobs.lever.co/acceldata/76f52907-61e3-40e4-92b3-511668193953,Canada,2026-01-21,65,Sales,Manager,Data Observability,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",6.5,0.0,2026-03-25,2026-03-27
Acceldata,Principal Engineer - Frontend,https://jobs.lever.co/acceldata/040901c5-dbe2-4858-a893-b10b394ea2ae,Bengaluru,2025-10-28,150,Engineering,Principal/Staff,Data Observability,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",9.5,1.0,2026-03-25,2026-03-27
Acceldata,Principal Engineer - Open Source Data Platform (ODP),https://jobs.lever.co/acceldata/307e052c-a765-4b81-ba97-53f007e5d96b,Kitchener,2026-03-16,11,Engineering,Principal/Staff,Data Observability,Developer Tools,"[""Developer Tools""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",5.5,1.0,2026-03-25,2026-03-27
Acceldata,Product Specialist - Hadoop,https://jobs.lever.co/acceldata/eb9b9c49-11de-425f-9576-05d81443b869,Bengaluru,2025-10-24,154,Operations,Mid,Data Observability,Corporate Functions,"[""Corporate Functions""]",PRODUCT,"[""PRODUCT""]",5.8,0.0,2026-03-25,2026-03-27
Acceldata,Senior Product Operations Manager,https://jobs.lever.co/acceldata/8cd99e11-43df-48ab-bc7f-4371ee896259,Bengaluru,2025-11-03,144,Operations,Senior,Data Observability,Corporate Functions,"[""Corporate Functions""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,1.0,2026-03-25,2026-03-27
Acceldata,"Senior Software Engineer - Open Data Platform (ODP) | Kitchener, Canada",https://jobs.lever.co/acceldata/e33dd25d-2943-48f3-a01e-be2b03245be9,Kitchener,2025-10-24,154,Engineering,Senior,Data Observability,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",6.5,1.0,2026-03-25,2026-03-27
Acceldata,Site Reliability Engineer - Hadoop Modernization,https://jobs.lever.co/acceldata/1f0af3a2-a2f4-4e62-a347-1b85524b0c87,Bengaluru,2025-11-13,134,Engineering,Mid,Data Observability,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",10.8,0.0,2026-03-25,2026-03-27
Acceldata,Software Engineer - Open Data Platform (ODP),https://jobs.lever.co/acceldata/0c47e882-83ff-471e-ba75-5543796aa34a,Bengaluru,2025-08-29,210,Engineering,Mid,Data Observability,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-25,2026-03-27
Acceldata,"Software Engineer - Open Data Platform (ODP) | Kitchener, Canada",https://jobs.lever.co/acceldata/ed869a17-f438-4bb5-b8db-ecf412cd0def,Kitchener,2025-10-24,154,Engineering,Mid,Data Observability,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",5.8,0.0,2026-03-25,2026-03-27
Acceldata,Staff Engineer - Open Source Data Platform (ODP),https://jobs.lever.co/acceldata/ef679998-fbd9-45c8-a3e2-a675a93ed37f,Kitchener,2026-03-16,11,Engineering,Principal/Staff,Data Observability,Developer Tools,"[""Developer Tools""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",5.5,1.0,2026-03-25,2026-03-27
Acceldata,Staff Product Support Engineer - Cloud Support,https://jobs.lever.co/acceldata/49682b2d-339a-4926-bec0-db5182c97d4b,Bengaluru,2026-01-06,80,Engineering,Principal/Staff,Data Observability,Cloud Infrastructure,"[""Cloud Infrastructure""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""DEVOPS""]",7.5,1.0,2026-03-25,2026-03-27
Acceldata,Staff Product Support Engineer - Hadoop Operations,https://jobs.lever.co/acceldata/a8e2159f-2b94-4a26-902d-b500d45245fe,California,2025-11-04,143,Engineering,Principal/Staff,Data Observability,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING""]",7.5,1.0,2026-03-25,2026-03-27
Acceldata,Staff Software Engineer- Backend,https://jobs.lever.co/acceldata/d527fc32-5f61-4c3e-9e55-1294681ff03a,Bengaluru,2025-10-28,150,Engineering,Principal/Staff,Data Observability,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",9.5,1.0,2026-03-25,2026-03-27
Acceldata,Technical Account Manager - Acceldata Data Observability Cloud (ADOC),https://jobs.lever.co/acceldata/a06df205-c681-4703-bf7b-c26c92b4af7d,"Greater London, UK",2026-01-22,64,Engineering,Manager,Data Observability,Data Observability,"[""Data Observability""]",OBSERVABILITY,"[""OBSERVABILITY""]",14.5,1.5,2026-03-25,2026-03-27
Airtable,"AI Agent Architect, Customer Experience",https://job-boards.greenhouse.io/airtable/jobs/8409168002,US,2026-02-20,35,Engineering,Mid,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.8,2.0,2026-03-26,2026-03-27
Airtable,AI Analytics Engineer (AI & Analytics Platform),https://job-boards.greenhouse.io/airtable/jobs/8434287002,"San Francisco, CA; Austin, TX; New York, NY",2026-03-19,8,Engineering,Mid,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.8,2.0,2026-03-26,2026-03-27
Airtable,AI Analytics Engineer (Business Analytics),https://job-boards.greenhouse.io/airtable/jobs/8470036002,"San Francisco, CA; Austin, TX; New York, NY",2026-03-19,8,Engineering,Mid,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.8,2.0,2026-03-26,2026-03-27
Airtable,AI Analytics Engineer (Marketing Analytics),https://job-boards.greenhouse.io/airtable/jobs/8434307002,"San Francisco, CA; Austin, TX; New York, NY",2026-03-19,8,Engineering,Mid,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.8,2.0,2026-03-26,2026-03-27
Airtable,"Associate Program Manager, Digital Programs",https://job-boards.greenhouse.io/airtable/jobs/8451713002,US,2026-03-09,18,Product,Manager,Data Intelligence,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,Base Optimization Specialist,https://job-boards.greenhouse.io/airtable/jobs/8457292002,US,2026-03-25,2,Operations,Mid,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",,[],5.8,0.0,2026-03-26,2026-03-27
Airtable,Commercial Renewals Manager EMEA,https://job-boards.greenhouse.io/airtable/jobs/8455195002,"London, United Kingdom",2026-03-10,17,Operations,Manager,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,Data Engineer,https://job-boards.greenhouse.io/airtable/jobs/8124953002,"San Francisco, CA",2025-12-18,99,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ETL"", ""SQL"", ""PYTHON""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,Delivery Consultant,https://job-boards.greenhouse.io/airtable/jobs/8409166002,"San Francisco, CA; New York, NY; Remote - US",2026-03-25,2,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",,[],7.8,0.0,2026-03-26,2026-03-27
Airtable,Demo Engineer,https://job-boards.greenhouse.io/airtable/jobs/8423374002,"Austin, TX",2026-03-26,1,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,Director of Partnerships,https://job-boards.greenhouse.io/airtable/jobs/8068841002,US,2026-03-25,2,Operations,Director+,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",,[],8.0,1.0,2026-03-26,2026-03-27
Airtable,"Engineering Manager, AI Product",https://job-boards.greenhouse.io/airtable/jobs/8385135002,"San Francisco, CA",2026-03-09,18,Engineering,Manager,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",10.5,2.0,2026-03-26,2026-03-27
Airtable,"Engineering Manager, Enterprise Product",https://job-boards.greenhouse.io/airtable/jobs/8397665002,"San Francisco, CA",2026-02-11,44,Engineering,Manager,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""MANAGEMENT""]",8.5,0.0,2026-03-26,2026-03-27
Airtable,Enterprise Renewals Manager EMEA,https://job-boards.greenhouse.io/airtable/jobs/8452938002,"London, United Kingdom",2026-03-10,17,Operations,Manager,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,Lead Solutions Consultant | DACH,https://job-boards.greenhouse.io/airtable/jobs/8378441002,"Munich, Germany",2026-03-06,21,Operations,Senior,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Airtable,"Manager, Renewals Management",https://job-boards.greenhouse.io/airtable/jobs/8452936002,"Austin, TX",2026-03-14,13,Operations,Manager,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,"Product Design Manager, Enterprise",https://job-boards.greenhouse.io/airtable/jobs/8455967002,"San Francisco, CA",2026-03-11,16,Design,Manager,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""DESIGN"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,"Product Design Manager, Self Serve",https://job-boards.greenhouse.io/airtable/jobs/8228847002,"San Francisco, CA",2026-03-12,15,Design,Manager,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""DESIGN"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,"Product Manager, AI",https://job-boards.greenhouse.io/airtable/jobs/8199012002,"San Francisco, CA",2025-12-18,99,Product,Manager,Data Intelligence,Product Management,"[""Product Management""]",AI,"[""AI""]",8.5,2.0,2026-03-26,2026-03-27
Airtable,"Product Manager, Funnel & Activation",https://job-boards.greenhouse.io/airtable/jobs/8475571002,"San Francisco, CA",2026-03-25,2,Product,Manager,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,"Product Manager, Omni",https://job-boards.greenhouse.io/airtable/jobs/8245333002,"San Francisco, CA; New York, NY",2026-03-17,10,Product,Manager,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,Product Security Engineer,https://job-boards.greenhouse.io/airtable/jobs/8194662002,"San Francisco, CA; New York, NY; Remote (Seattle, WA only)",2026-02-17,38,Security,Mid,Data Intelligence,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",5.8,0.0,2026-03-26,2026-03-27
Airtable,Professional Services Engineer (East Coast),https://job-boards.greenhouse.io/airtable/jobs/8432883002,US,2026-03-13,14,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,"Program Manager, AI Programs",https://job-boards.greenhouse.io/airtable/jobs/8382158002,US,2026-03-09,18,Product,Manager,Data Intelligence,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",10.5,2.0,2026-03-26,2026-03-27
Airtable,"Sales Manager, Strategic Accounts",https://job-boards.greenhouse.io/airtable/jobs/8368711002,US (Northeast),2026-03-18,9,Sales,Manager,Data Intelligence,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,Scaled Customer Success Manager,https://job-boards.greenhouse.io/airtable/jobs/8422910002,"Austin, TX",2026-02-25,30,Customer Success,Manager,Data Intelligence,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",6.5,0.0,2026-03-26,2026-03-27
Airtable,"Senior Contracts Manager, Procurement and AI",https://job-boards.greenhouse.io/airtable/jobs/8350839002,"San Francisco, CA; New York, NY; Austin, TX; Remote - US",2026-01-06,80,Finance,Senior,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",AI,"[""AI""]",8.5,3.0,2026-03-26,2026-03-27
Airtable,"Senior Manager, Demand Gen Content",https://job-boards.greenhouse.io/airtable/jobs/8382156002,"San Francisco, CA; New York, NY; Austin, TX; Seattle, WA; Remote - US",2026-03-04,23,Marketing,Senior,Data Intelligence,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Airtable,"Senior Manager, Finance Systems",https://job-boards.greenhouse.io/airtable/jobs/8229185002,"San Francisco, CA",2026-03-04,23,Engineering,Senior,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""MANAGEMENT"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Airtable,"Senior Manager, People Systems",https://job-boards.greenhouse.io/airtable/jobs/8235618002,"San Francisco, CA",2025-12-18,99,Engineering,Senior,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""MANAGEMENT"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Compute (8+ YOE)",https://job-boards.greenhouse.io/airtable/jobs/8442397002,"San Francisco, CA; New York, NY; Remote - US",2026-03-02,25,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Infrastructure (2-8 YOE)",https://job-boards.greenhouse.io/airtable/jobs/8400373002,"San Francisco, CA; New York, NY; Remote - US (Seattle, WA only)",2026-03-26,1,Engineering,Mid,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",5.8,0.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Infrastructure (8+ YOE)",https://job-boards.greenhouse.io/airtable/jobs/8400388002,"San Francisco, CA; New York, NY; Remote - US (Seattle, WA only)",2026-02-03,52,Engineering,Mid,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",5.8,0.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Observability",https://job-boards.greenhouse.io/airtable/jobs/8400374002,"San Francisco, CA; New York, NY; Remote (Seattle, WA only)",2026-03-26,1,Engineering,Mid,Data Intelligence,Data Observability,"[""Data Observability""]",OBSERVABILITY,"[""OBSERVABILITY""]",13.8,1.5,2026-03-26,2026-03-27
Airtable,"Software Engineer, Product Backend (2-8 YOE)",https://job-boards.greenhouse.io/airtable/jobs/7845291002,"San Francisco, CA; New York, NY; Remote (Seattle, WA only)",2026-02-24,31,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Product Backend (8+ YOE)",https://job-boards.greenhouse.io/airtable/jobs/7845287002,"San Francisco, CA; Remote (Seattle, WA only)",2026-02-24,31,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,"Software Engineer, Product Frontend (2-8 YOE)",https://job-boards.greenhouse.io/airtable/jobs/7845265002,"San Francisco, CA; New York, NY; Remote (Seattle, WA only)",2026-02-24,31,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Airtable,Solutions Consultant,https://job-boards.greenhouse.io/airtable/jobs/7892134002,"Austin, TX",2026-03-12,15,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",,[],7.8,0.0,2026-03-26,2026-03-27
Airtable,Solutions Consultant,https://job-boards.greenhouse.io/airtable/jobs/8378476002,"Paris, France",2026-02-10,45,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",,[],5.8,0.0,2026-03-26,2026-03-27
Airtable,Strategic Finance Analyst,https://job-boards.greenhouse.io/airtable/jobs/8420850002,"San Francisco, CA; New York, NY; Remote - US",2026-02-17,38,Finance,Mid,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",5.8,0.0,2026-03-26,2026-03-27
Airtable,Web Developer,https://job-boards.greenhouse.io/airtable/jobs/8416915002,"San Francisco, CA",2026-03-13,14,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",7.8,0.0,2026-03-26,2026-03-27
Alation,Analyst Relations Manager,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Analyst-Relations-Manager_R10000675,"IND-Chennai, India",2026-03-10,17,Operations,Manager,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Alation,Campaign Manager,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Campaign-Manager_R10000669,"IND-Chennai, India",2026-03-10,17,Marketing,Manager,Data Intelligence,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,2.0,2026-03-26,2026-03-27
Alation,Office Manager,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-CA-REDWOOD-CITY/Office-Manager_R10000679,"USA-California-HQ, United States of America",2026-03-16,11,Operations,Manager,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Alation,Senior Business Systems Analyst,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Business-Systems-Analysts-III_R10000616-1,"IND-Chennai, India",2026-03-02,25,Engineering,Senior,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""ANALYTICS"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Alation,"Senior Manager, Account Management (US East & EMEA)",https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-REMOTE/Senior-Manager--Account-Management--US-East---EMEA-_R10000645,"USA-New York, United States of America",2026-03-05,22,Operations,Senior,Data Intelligence,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Alation,Senior Product Designer,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Senior-Product-Designer_R10000642,"IND-Chennai, India",2026-02-03,52,Design,Senior,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT""]",6.5,1.0,2026-03-26,2026-03-27
Alation,Senior Product Manager,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Product-Manager_R10000431,"IND-Chennai, India",2026-03-24,3,Product,Senior,Data Intelligence,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Alation,Senior Technical Support Engineer – Japanese (JLPT N3+),https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Senior-Technical-Support-Engineer_R10000626,"IND-Chennai, India",2026-03-17,10,Engineering,Senior,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",8.5,1.0,2026-03-26,2026-03-27
Alation,Software Engineer III,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Software-Engineer-III_R10000604,"IND-Chennai, India",2026-03-04,23,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-REMOTE/Sr-Staff-Deployment-Strategist_R10000684,"USA-Texas, United States of America",2026-03-26,1,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/GBR-LONDON/Sr-Staff-Deployment-Strategist---London_R10000648,"GBR-United Kingdom, United Kingdom",2026-03-02,25,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],5.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-REMOTE/Sr-Staff-Deployment-Strategist---Southeast_R10000652,"USA-South Carolina, United States of America",2026-03-02,25,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-REMOTE/Sr-Staff-Deployment-Strategist---Northeast_R10000653,"USA-New York, United States of America",2026-02-26,29,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/AUS-SYDNEY/Sr-Staff-Deployment-Strategist---Sydney_R10000656,"AUS-Australia, Australia",2026-02-12,43,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-REMOTE/Sr-Staff-Deployment-Strategist---Midwest_R10000655,"USA-Illinois, United States of America",2026-02-11,44,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Sr. Staff Deployment Strategist - West Region,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/USA-CA-REDWOOD-CITY/Sr-Staff-Deployment-Strategist---West-Region_R10000657,"USA-California-HQ, United States of America",2026-02-11,44,Engineering,Principal/Staff,Data Intelligence,Cloud Infrastructure,"[""Cloud Infrastructure""]",,[],7.5,1.0,2026-03-26,2026-03-27
Alation,Workday System Analyst,https://alation.wd503.myworkdayjobs.com/en-US/ExternalSite/job/IND-CHENNAI/Workday-System-Analyst_R10000526,"IND-Chennai, India",2026-03-09,18,Engineering,Mid,Data Intelligence,Platform / Infra,"[""Platform / Infra""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",7.8,0.0,2026-03-26,2026-03-27
Alteryx,Channel Account Manager,https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Massachusetts-USA---Remote/Channel-Account-Manager_R11988,"Massachusetts, USA - Remote, United States of America",2026-03-24,3,Sales,Manager,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",5.0,0.0,2026-03-25,2026-03-27
Alteryx,Channel Account Manager - Public Sector (US),https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Virginia-USA---Remote/Channel-Account-Manager---Public-Sector--US-_R11989,"Virginia, USA - Remote, United States of America",2026-03-24,3,Sales,Director+,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",6.5,1.0,2026-03-25,2026-03-27
Alteryx,Cloud Infrastructure Engineer,https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Bangalore-India/Cloud-Infrastructure-Engineer_R11922,"Bengaluru, India, India",2026-03-25,2,Engineering,Mid,Warehouse/Processing,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",4.3,0.0,2026-03-25,2026-03-27
Alteryx,Deal Desk Specialist,https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/London-United-Kingdom/Deal-Desk-Specialist_R12004,"GBR-London-133 Houndsditch, United Kingdom",2026-03-26,1,Sales,Mid,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",,[],4.3,0.0,2026-03-26,2026-03-27
Alteryx,"Lead Architect, Professional Services",https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Illinois-USA---Remote/Lead-Architect--Professional-Services---Architecture--remote-USA-_R12005,"Illinois, USA - Remote, United States of America",2026-03-26,1,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Alteryx,Lead Cloud Security Engineer,https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Bangalore-India/Staff-Software-Security-Engineer_R10257-1,"Bengaluru, India, India",2026-03-25,2,Security,Senior,Warehouse/Processing,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",5.0,1.0,2026-03-25,2026-03-27
Alteryx,"Marketing Analyst, Insights & Analytics-west coast based",https://alteryx.wd108.myworkdayjobs.com/en-US/AlteryxCareers/job/Southern-California-USA---Remote/Marketing-Analyst--west-coast-based_R12006-1,"Southern California, USA - Remote, United States of America",2026-03-26,1,Data/Analytics,Mid,Warehouse/Processing,Analytics / BI,"[""Analytics / BI""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",7.3,0.0,2026-03-27,2026-03-27
