Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen
Fivetran,Principal Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6266323003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",9.5,1.0,2026-03-26,2026-03-27
Fivetran,Principal Software Engineer - AI Tooling & Adoption,https://www.fivetran.com/careers/job?gh_jid=6664139003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",11.5,3.0,2026-03-26,2026-03-27
Fivetran,Product Manager,https://www.fivetran.com/careers/job?gh_jid=7559181003,"Oakland, California, United States",2026-03-24,3,Product,Manager,ETL/Connectors,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Fivetran,Product Manager,https://www.fivetran.com/careers/job?gh_jid=7559164003,"Toronto, Ontario, Canada",2026-03-24,3,Product,Manager,ETL/Connectors,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Fivetran,Product Manager,https://www.fivetran.com/careers/job?gh_jid=7559177003,"Denver, Colorado, United States, AMER",2026-03-24,3,Product,Manager,ETL/Connectors,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Fivetran,"Regional Director, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7641107003,"New York, United States, AMER",2026-03-24,3,Operations,Director+,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",,[],8.0,1.0,2026-03-27,2026-03-27
Fivetran,"Regional Director, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7618992003,"Wisconsin, United States, AMER",2026-03-24,3,Operations,Director+,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",,[],8.0,1.0,2026-03-26,2026-03-27
Fivetran,"Regional Director, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7583477003,"Illinois, United States, AMER",2026-03-24,3,Operations,Director+,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",,[],8.0,1.0,2026-03-26,2026-03-27
Fivetran,Revenue Insights Manager - APAC,https://www.fivetran.com/careers/job?gh_jid=7672520003,"Sydney, New South Wales, Australia, APAC",2026-03-25,2,Data/Analytics,Manager,ETL/Connectors,Analytics / BI,"[""Analytics / BI""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,0.0,2026-03-26,2026-03-27
Fivetran,Sales Operations Analyst,https://www.fivetran.com/careers/job?gh_jid=7655114003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Sales,Mid,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",5.8,0.0,2026-03-26,2026-03-27
Fivetran,Senior ABM Manager,https://www.fivetran.com/careers/job?gh_jid=7643524003,"Oakland, California, United States",2026-03-23,4,Operations,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior ABM Manager,https://www.fivetran.com/careers/job?gh_jid=7636488003,"Denver, Colorado, United States, AMER",2026-03-23,4,Operations,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Corporate Accountant,https://www.fivetran.com/careers/job?gh_jid=7673017003,"Bengaluru, Karnataka, India, APAC",2026-03-26,1,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",,[],8.5,1.0,2026-03-27,2026-03-27
Fivetran,Senior Deal Desk Analyst,https://www.fivetran.com/careers/job?gh_jid=7584938003,"Oakland, California, United States, AMER",2026-03-24,3,Sales,Senior,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Demand Generation Manager,https://www.fivetran.com/careers/job?gh_jid=7665575003,"Dublin, Dublin, Ireland",2026-03-25,2,Marketing,Senior,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",4.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Demand Generation Manager,https://www.fivetran.com/careers/job?gh_jid=7665029003,"Toronto, Ontario, Canada",2026-03-25,2,Marketing,Senior,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Director, Lead Software Engineering",https://www.fivetran.com/careers/job?gh_jid=7654730003,"Any, United States, AMER",2026-03-25,2,Engineering,Director+,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""MANAGEMENT"", ""SQL""]",10.0,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Director, Lead Software Engineering",https://www.fivetran.com/careers/job?gh_jid=7653046003,"Oakland, California, United States, AMER",2026-03-25,2,Engineering,Director+,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""MANAGEMENT"", ""SQL""]",10.0,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Director, Revenue Accounting and Operations",https://www.fivetran.com/careers/job?gh_jid=7618123003,"Oakland, California, United States, AMER",2026-03-26,1,Sales,Director+,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",,[],8.0,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Financial Analyst, GTM",https://www.fivetran.com/careers/job?gh_jid=6689996003,"Oakland, California, United States, AMER",2026-03-24,3,Finance,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Financial Analyst, GTM",https://www.fivetran.com/careers/job?gh_jid=6936060003,"Denver, Colorado, United States, AMER",2026-03-24,3,Finance,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Full Stack Engineer - Dashboard & Growth,https://www.fivetran.com/careers/job?gh_jid=7660050003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Analytics / BI,"[""Analytics / BI""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS"", ""SQL""]",4.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Manager Software Engineering,https://www.fivetran.com/careers/job?gh_jid=7670783003,"Bengaluru, Karnataka, India, APAC",2026-03-26,1,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""MANAGEMENT"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Marketing Data Analyst,https://www.fivetran.com/careers/job?gh_jid=7583474003,"Oakland, California, United States, AMER",2026-03-23,4,Data/Analytics,Senior,ETL/Connectors,Analytics / BI,"[""Analytics / BI""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Pricing Operations Manager,https://www.fivetran.com/careers/job?gh_jid=7659456003,"Denver, Colorado, United States, AMER",2026-03-24,3,Operations,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Pricing Operations Manager,https://www.fivetran.com/careers/job?gh_jid=7674504003,"Oakland, California, United States; Oakland, California, United States, AMER",2026-03-24,3,Operations,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",MANAGEMENT,"[""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Data & Integrations",https://www.fivetran.com/careers/job?gh_jid=7524547003,"Denver, Colorado, United States, AMER",2026-03-24,3,Product,Senior,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",11.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Data & Integrations",https://www.fivetran.com/careers/job?gh_jid=7524543003,"Oakland, California, United States, AMER",2026-03-24,3,Product,Senior,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",11.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Enterprise Platform",https://www.fivetran.com/careers/job?gh_jid=7547715003,"Denver, Colorado, United States, AMER",2026-03-25,2,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""DEVOPS"", ""MANAGEMENT""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Enterprise Platform",https://www.fivetran.com/careers/job?gh_jid=7535819003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""DEVOPS"", ""MANAGEMENT""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Observability & Monitoring",https://www.fivetran.com/careers/job?gh_jid=6648548003,"Denver, Colorado, United States, AMER",2026-03-25,2,Product,Senior,ETL/Connectors,Data Observability,"[""Data Observability""]",OBSERVABILITY,"[""OBSERVABILITY""]",14.5,2.5,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Observability & Monitoring",https://www.fivetran.com/careers/job?gh_jid=6645141003,"Oakland, California, United States, AMER",2026-03-25,2,Product,Senior,ETL/Connectors,Data Observability,"[""Data Observability""]",OBSERVABILITY,"[""OBSERVABILITY""]",14.5,2.5,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Reverse ETL",https://www.fivetran.com/careers/job?gh_jid=6648720003,"Oakland, California, United States, AMER",2026-03-24,3,Data/Analytics,Senior,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",ETL,"[""ETL""]",14.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Product Manager, Reverse ETL",https://www.fivetran.com/careers/job?gh_jid=6666499003,"Denver, Colorado, United States, AMER",2026-03-24,3,Data/Analytics,Senior,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",ETL,"[""ETL""]",14.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Revenue Accountant,https://www.fivetran.com/careers/job?gh_jid=7619856003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Sales,Senior,ETL/Connectors,Go-to-Market,"[""Go-to-Market""]",,[],6.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Commercial",https://www.fivetran.com/careers/job?gh_jid=7599396003,"Oakland, California, United States, AMER",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Commercial",https://www.fivetran.com/careers/job?gh_jid=7659466003,"Dublin, Dublin, Ireland, EMEA",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Commercial",https://www.fivetran.com/careers/job?gh_jid=7661581003,"London, England, United Kingdom",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Commercial Expansion",https://www.fivetran.com/careers/job?gh_jid=7659473003,"Denver, Colorado, United States, AMER",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Commercial Expansion",https://www.fivetran.com/careers/job?gh_jid=7664184003,"Oakland, California, United States, AMER",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7628248003,"United Kingdom, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",6.5,1.0,2026-03-27,2026-03-27
Fivetran,"Senior Sales Engineer, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7630210003,"Connecticut, United States, AMER",2026-03-26,1,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,"Senior Sales Engineer, Enterprise",https://www.fivetran.com/careers/job?gh_jid=7622758003,"Ireland, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ANALYTICS""]",6.5,1.0,2026-03-27,2026-03-27
Fivetran,Senior Salesforce Developer,https://www.fivetran.com/careers/job?gh_jid=7662632003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",SALESFORCE,"[""SALESFORCE""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=7581685003,"Oakland, California, United States, AMER",2026-03-24,3,Engineering,Senior,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",11.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=7581692003,"Toronto, Ontario, Canada",2026-03-24,3,Engineering,Senior,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",11.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=7581688003,"Denver, Colorado, United States, AMER",2026-03-24,3,Engineering,Senior,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",11.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Development Engineer in Test,https://www.fivetran.com/careers/job?gh_jid=7655370003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7531626003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7651917003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7494048003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer - C Programmer,https://www.fivetran.com/careers/job?gh_jid=7670728003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer - Core Databases,https://www.fivetran.com/careers/job?gh_jid=7518076003,"Dublin, Dublin, Ireland, EMEA",2026-03-23,4,Engineering,Senior,ETL/Connectors,Database / Storage,"[""Database / Storage""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",4.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer - Database Connectors,https://www.fivetran.com/careers/job?gh_jid=7527365003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-24,3,Engineering,Senior,ETL/Connectors,Database / Storage,"[""Database / Storage""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",4.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Software Engineer - Pricing & Buying Experience,https://www.fivetran.com/careers/job?gh_jid=7660048003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-23,4,Engineering,Senior,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Program Manager,https://www.fivetran.com/careers/job?gh_jid=7620909003,"Oakland, California, United States, AMER",2026-03-24,3,Product,Principal/Staff,ETL/Connectors,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff SDET Engineer,https://www.fivetran.com/careers/job?gh_jid=7451701003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",9.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Site Reliability Engineer,https://www.fivetran.com/careers/job?gh_jid=7486167003,"Oakland, California, United States, AMER",2026-03-24,3,Engineering,Principal/Staff,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",12.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Software Engineer - Binary Log Data Replication,https://www.fivetran.com/careers/job?gh_jid=7393532003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",REPLICATION,"[""REPLICATION"", ""ENGINEERING"", ""PYTHON"", ""ANALYTICS"", ""SQL""]",12.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Software Engineer - Binary Log Data Replication,https://www.fivetran.com/careers/job?gh_jid=7483663003,"Denver, Colorado, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",REPLICATION,"[""REPLICATION"", ""ENGINEERING"", ""PYTHON"", ""ANALYTICS"", ""SQL""]",12.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Software Engineer - Data Lakes,https://www.fivetran.com/careers/job?gh_jid=7565761003,"Germany, EMEA",2026-03-24,3,Engineering,Principal/Staff,ETL/Connectors,Database / Storage,"[""Database / Storage""]",ENGINEERING,"[""ENGINEERING"", ""ETL"", ""SQL"", ""PYTHON""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Software Engineer - Distributed Systems,https://www.fivetran.com/careers/job?gh_jid=7608300003,"Germany, EMEA",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",DISTRIBUTED_SYSTEMS,"[""DISTRIBUTED_SYSTEMS""]",9.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Staff Software Engineer - Performance Engineering,https://www.fivetran.com/careers/job?gh_jid=7537470003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",9.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Tax Analyst,https://www.fivetran.com/careers/job?gh_jid=7655493003,"Bengaluru, Karnataka, India, APAC",2026-03-23,4,Finance,Senior,ETL/Connectors,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Technical Product Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7661577003,"Denver, Colorado, United States, AMER",2026-03-23,4,Product,Senior,ETL/Connectors,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Technical Product Marketing Manager,https://www.fivetran.com/careers/job?gh_jid=7649908003,"Oakland, California, United States, AMER",2026-03-23,4,Product,Senior,ETL/Connectors,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior UX Researcher,https://www.fivetran.com/careers/job?gh_jid=7618110003,"Oakland, California, United States, AMER",2026-03-24,3,Design,Senior,ETL/Connectors,Product Management,"[""Product Management""]",UX,"[""UX""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Senior Web Analytics & Operations Manager,https://www.fivetran.com/careers/job?gh_jid=7660891003,"Denver, Colorado, United States, AMER",2026-03-23,4,Data/Analytics,Senior,ETL/Connectors,Analytics / BI,"[""Analytics / BI""]",ANALYTICS,"[""ANALYTICS"", ""SQL"", ""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Fivetran,Site Reliability Engineer II,https://www.fivetran.com/careers/job?gh_jid=7582820003,"Denver, Colorado, United States, AMER",2026-03-03,24,Engineering,Mid,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",10.8,0.0,2026-03-26,2026-03-27
Fivetran,Site Reliability Engineer II,https://www.fivetran.com/careers/job?gh_jid=7581670003,"Oakland, California, United States, AMER",2026-03-03,24,Engineering,Mid,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",10.8,0.0,2026-03-26,2026-03-27
Fivetran,Site Reliability Engineer II,https://www.fivetran.com/careers/job?gh_jid=7582829003,"Toronto, Ontario, Canada",2026-03-03,24,Engineering,Mid,ETL/Connectors,Data Observability,"[""Data Observability""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""ANALYTICS"", ""SQL""]",10.8,0.0,2026-03-26,2026-03-27
Fivetran,"Solution Architect, Networking - EMEA Hours",https://www.fivetran.com/careers/job?gh_jid=7653328003,"India, APAC",2026-03-23,4,Engineering,Mid,ETL/Connectors,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING""]",5.8,0.0,2026-03-26,2026-03-27
Fivetran,"Solution Architect, Networking- US hours",https://www.fivetran.com/careers/job?gh_jid=7653324003,"India, APAC",2026-03-23,4,Engineering,Mid,ETL/Connectors,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING""]",5.8,0.0,2026-03-26,2026-03-27
Fivetran,Sr. Principle AI Systems Architect,https://www.fivetran.com/careers/job?gh_jid=7651403003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Senior,ETL/Connectors,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",10.5,3.0,2026-03-26,2026-03-27
Fivetran,Staff Platform Security Engineer,https://www.fivetran.com/careers/job?gh_jid=7634541003,"Oakland, California, United States, AMER",2026-03-24,3,Security,Principal/Staff,ETL/Connectors,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Platform Security Engineer,https://www.fivetran.com/careers/job?gh_jid=7617518003,"Denver, Colorado, United States, AMER",2026-03-24,3,Security,Principal/Staff,ETL/Connectors,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,"Staff Product Manager, Reverse ETL",https://www.fivetran.com/careers/job?gh_jid=7644168003,"Oakland, California, United States, AMER",2026-03-24,3,Data/Analytics,Principal/Staff,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",ETL,"[""ETL""]",15.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Program Manager - Central Engineering Operations,https://www.fivetran.com/careers/job?gh_jid=7659828003,"Novi Sad, South Bačka, Serbia, EMEA",2026-03-24,3,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""MANAGEMENT""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Security DevOps Engineer,https://www.fivetran.com/careers/job?gh_jid=7634514003,"Oakland, California, United States",2026-03-24,3,Security,Principal/Staff,ETL/Connectors,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Security DevOps Engineer,https://www.fivetran.com/careers/job?gh_jid=7617520003,"Denver, Colorado, United States, AMER",2026-03-24,3,Security,Principal/Staff,ETL/Connectors,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",7.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=6598497003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",9.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7546711003,USA - New York,2026-03-26,1,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",12.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Software Engineer,https://www.fivetran.com/careers/job?gh_jid=7535213003,"Oakland, California, United States, AMER",2026-03-26,1,Engineering,Principal/Staff,ETL/Connectors,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",12.5,1.0,2026-03-26,2026-03-27
Fivetran,Staff Software Engineer - ETL Platform,https://www.fivetran.com/careers/job?gh_jid=7549451003,"Oakland, California, United States, AMER",2026-03-23,4,Engineering,Principal/Staff,ETL/Connectors,ETL/Integration,"[""ETL/Integration""]",ETL,"[""ETL""]",15.5,1.0,2026-03-26,2026-03-27
